Order ID,Order Date,Customer ID,Customer Name,Region,State,Product Category,Product Name,Quantity,Unit Price,Total Sales,Profit,Discount,Payment Method,Sales Person
ORD10377,2022-01-08,CUST1115,Anjali Reddy,South,Kerala,Electronics,Monitor,1,45079.72,36063.78,7814.96,9015.94,Debit Card,Robert Garcia
ORD10566,2022-01-08,CUST1082,Divya Kumar,West,Rajasthan,Electronics,Tablet,2,22828.71,36525.94,10350.52,9131.48,Debit Card,Emily Davis
ORD10270,2022-01-13,CUST1123,Naveen Desai,West,Goa,Electronics,Laptop,9,46370.53,313001.08,89498.87,104333.69,Cash,Lisa Anderson
ORD10026,2022-01-14,CUST1024,Rekha Mishra,North,Punjab,Clothing,Trousers,8,4223.74,25342.44,6684.64,8447.48,UPI,Lisa Anderson
ORD10230,2022-01-14,CUST1219,Sneha Joshi,North,Haryana,Electronics,Tablet,9,38136.75,291746.14,61648.6,51484.61,Debit Card,John Smith
ORD10829,2022-01-19,CUST1136,Kavita Iyer,North,Uttarakhand,Sports,Running Shoes,7,4374.78,27561.11,7616.64,3062.35,Debit Card,Jennifer Martinez
ORD10180,2022-01-20,CUST1070,Sanjay Sharma,South,Karnataka,Sports,Dumbbells,3,5840.36,12264.76,3191.92,5256.32,Cash,Jennifer Martinez
ORD10727,2022-01-20,CUST1169,Neha Nair,West,Rajasthan,Books,Children Book,1,326.99,326.99,78.39,0.0,UPI,David Wilson
ORD10219,2022-01-21,CUST1066,Sneha Shah,South,Tamil Nadu,Sports,Badminton Set,2,1011.55,1719.64,599.32,303.46,UPI,Robert Garcia
ORD10927,2022-01-21,CUST1271,Mohan Iyer,North,Uttarakhand,Home & Kitchen,Pressure Cooker,4,10930.42,41535.6,11351.42,2186.08,UPI,Lisa Anderson
ORD10205,2022-01-25,CUST1048,Anjali Mishra,North,Uttarakhand,Sports,Badminton Set,2,7901.08,11851.62,2806.99,3950.54,Cash,Jennifer Martinez
ORD10289,2022-01-27,CUST1206,Mohan Shah,East,Bihar,Home & Kitchen,Microwave,3,13937.64,41812.92,12371.31,0.0,Debit Card,Emily Davis
ORD10204,2022-01-29,CUST1199,Rajesh Bansal,South,Tamil Nadu,Clothing,Jeans,8,1047.32,6283.92,1761.82,2094.64,UPI,John Smith
ORD10653,2022-01-29,CUST1169,Rekha Singh,North,Uttar Pradesh,Electronics,Smart Watch,7,26060.7,136818.68,43559.66,45606.22,UPI,Jennifer Martinez
ORD10713,2022-02-01,CUST1142,Geeta Mehta,East,Jharkhand,Home & Kitchen,Pressure Cooker,6,9339.2,56035.2,10241.48,0.0,Credit Card,Michael Brown
ORD10901,2022-02-01,CUST1255,Naveen Gupta,West,Madhya Pradesh,Toys,Remote Control Car,6,3968.6,23811.6,7204.69,0.0,UPI,John Smith
ORD10511,2022-02-02,CUST1004,Sanjay Iyer,East,Assam,Sports,Badminton Set,2,8329.24,11660.94,3862.43,4997.54,UPI,Sarah Johnson
ORD10161,2022-02-03,CUST1218,Rahul Kumar,West,Madhya Pradesh,Toys,Remote Control Car,2,1839.2,2942.72,803.28,735.68,Debit Card,Robert Garcia
ORD10834,2022-02-07,CUST1198,Geeta Singh,North,Uttarakhand,Home & Kitchen,Dinner Set,5,5369.86,24164.37,7403.53,2684.93,Cash,Robert Garcia
ORD10757,2022-02-08,CUST1218,Rina Reddy,West,Maharashtra,Sports,Tennis Racket,4,8256.23,33024.92,7560.46,0.0,Debit Card,Jennifer Martinez
ORD10833,2022-02-08,CUST1216,Ashok Gupta,East,Bihar,Clothing,T-Shirt,7,1533.21,9659.22,3111.67,1073.25,UPI,Michael Brown
ORD10528,2022-02-09,CUST1039,Prakash Mishra,West,Goa,Home & Kitchen,Microwave,6,5679.0,30666.6,8008.73,3407.4,Cash,Jennifer Martinez
ORD10300,2022-02-13,CUST1022,Suresh Shah,South,Telangana,Home & Kitchen,Toaster,7,14435.75,70735.17,16461.53,30315.08,UPI,John Smith
ORD10600,2022-02-13,CUST1064,Swati Mishra,East,Odisha,Sports,Football,8,8177.31,49063.86,12182.57,16354.62,UPI,Lisa Anderson
ORD10903,2022-02-14,CUST1247,Prakash Reddy,East,Bihar,Toys,Action Figure,8,4362.6,26175.6,4733.6,8725.2,Credit Card,Lisa Anderson
ORD10351,2022-02-15,CUST1022,Swati Mishra,North,Punjab,Electronics,Tablet,5,13052.08,61997.38,18124.7,3263.02,UPI,Emily Davis
ORD10872,2022-02-16,CUST1088,Rahul Nair,North,Haryana,Clothing,Jacket,3,714.15,1499.72,500.06,642.73,UPI,Emily Davis
ORD10141,2022-02-17,CUST1258,Anjali Mehta,South,Andhra Pradesh,Clothing,Shoes,8,4328.16,25968.96,4077.05,8656.32,Debit Card,Sarah Johnson
ORD10328,2022-02-17,CUST1201,Sneha Iyer,East,Assam,Toys,Teddy Bear,3,3217.36,8686.87,2564.65,965.21,Credit Card,Michael Brown
ORD10922,2022-02-18,CUST1240,Ashok Bansal,East,Bihar,Toys,Doll House,10,3908.43,39084.3,9773.05,0.0,Cash,Michael Brown
ORD10227,2022-02-19,CUST1275,Neha Mishra,North,Uttar Pradesh,Electronics,Speaker,2,14603.13,29206.26,10246.63,0.0,Cash,Sarah Johnson
ORD10359,2022-02-19,CUST1200,Rajesh Iyer,West,Gujarat,Electronics,Monitor,3,25583.84,61401.22,13549.46,15350.3,Debit Card,David Wilson
ORD10449,2022-02-19,CUST1135,Amit Desai,South,Tamil Nadu,Books,Educational Book,10,1355.56,13555.6,4259.75,0.0,Debit Card,Robert Garcia
ORD10275,2022-02-21,CUST1094,Lakshmi Verma,East,Odisha,Books,Fiction Novel,1,345.69,345.69,98.03,0.0,Cash,Sarah Johnson
ORD10170,2022-02-23,CUST1034,Arun Mishra,West,Goa,Sports,Gym Bag,1,9099.21,9099.21,3519.84,0.0,Credit Card,Emily Davis
ORD10781,2022-02-23,CUST1109,Prakash Iyer,East,Odisha,Home & Kitchen,Dinner Set,10,13682.79,102620.92,18531.26,34206.98,Debit Card,Sarah Johnson
ORD10824,2022-02-23,CUST1067,Suresh Sharma,North,Uttar Pradesh,Books,Self-Help Book,9,767.51,5526.07,995.77,1381.52,Credit Card,Lisa Anderson
ORD10796,2022-02-24,CUST1071,Sunita Reddy,South,Tamil Nadu,Home & Kitchen,Microwave,2,12938.48,18113.87,3842.21,7763.09,Credit Card,John Smith
ORD10068,2022-02-25,CUST1015,Manoj Agarwal,North,Uttar Pradesh,Sports,Cricket Bat,9,3703.72,33333.48,12987.34,0.0,UPI,Emily Davis
ORD10615,2022-03-01,CUST1048,Amit Mehta,West,Rajasthan,Clothing,Shoes,10,2733.08,24597.72,5950.95,2733.08,UPI,David Wilson
ORD10493,2022-03-03,CUST1078,Sanjay Desai,North,Delhi,Home & Kitchen,Pressure Cooker,6,9841.31,56095.47,13097.12,2952.39,Credit Card,John Smith
ORD10620,2022-03-04,CUST1139,Sunita Rao,West,Madhya Pradesh,Home & Kitchen,Toaster,2,8151.12,12226.68,4617.2,4075.56,UPI,David Wilson
ORD10774,2022-03-08,CUST1206,Sunita Joshi,South,Andhra Pradesh,Electronics,Speaker,1,33777.69,23644.38,7867.08,10133.31,Cash,Robert Garcia
ORD10951,2022-03-08,CUST1227,Ganesh Mehta,South,Tamil Nadu,Books,Biography,9,958.1,8622.9,1919.08,0.0,UPI,Lisa Anderson
ORD10962,2022-03-08,CUST1182,Kiran Agarwal,West,Maharashtra,Books,Educational Book,2,1447.64,2895.28,1058.23,0.0,Cash,Jennifer Martinez
ORD10090,2022-03-11,CUST1033,Sneha Bansal,North,Delhi,Clothing,Dress,6,3114.2,15882.42,5881.91,2802.78,UPI,Sarah Johnson
ORD10101,2022-03-11,CUST1085,Prakash Bansal,West,Madhya Pradesh,Clothing,Dress,8,4231.63,32160.39,11186.98,1692.65,Cash,Emily Davis
ORD10719,2022-03-12,CUST1209,Geeta Mishra,North,Haryana,Toys,Board Game,9,919.45,5792.53,1850.95,2482.52,Cash,Robert Garcia
ORD10624,2022-03-13,CUST1080,Deepika Joshi,East,West Bengal,Clothing,Sweater,7,2913.77,20396.39,6790.94,0.0,Debit Card,John Smith
ORD10110,2022-03-14,CUST1134,Rahul Bansal,West,Gujarat,Sports,Running Shoes,9,8177.23,73595.07,18665.54,0.0,UPI,Emily Davis
ORD10823,2022-03-14,CUST1124,Amit Nair,East,Odisha,Clothing,Shoes,3,2540.95,7622.85,1260.99,0.0,Debit Card,Lisa Anderson
ORD10109,2022-03-15,CUST1176,Amit Patel,East,Assam,Electronics,Speaker,3,75497.58,203843.47,61082.61,22649.27,Cash,John Smith
ORD10134,2022-03-15,CUST1068,Kavita Chopra,East,Odisha,Clothing,Jacket,3,2555.16,6515.66,1255.69,1149.82,Cash,David Wilson
ORD10865,2022-03-15,CUST1276,Ashok Mehta,South,Karnataka,Sports,Running Shoes,4,7882.71,31530.84,6220.37,0.0,Cash,Lisa Anderson
ORD10627,2022-03-16,CUST1056,Divya Pillai,South,Telangana,Electronics,Laptop,8,25012.92,200103.36,54298.96,0.0,Credit Card,Emily Davis
ORD10877,2022-03-16,CUST1211,Ganesh Patel,South,Tamil Nadu,Clothing,Dress,8,4982.49,31887.94,5709.02,7971.98,Credit Card,Sarah Johnson
ORD10987,2022-03-18,CUST1281,Arun Shah,North,Punjab,Toys,Teddy Bear,8,1323.84,10590.72,3860.36,0.0,Debit Card,Robert Garcia
ORD10875,2022-03-21,CUST1279,Arun Sharma,West,Gujarat,Toys,Educational Toy,6,1109.31,5990.27,1372.66,665.59,Debit Card,Lisa Anderson
ORD10721,2022-03-22,CUST1029,Suresh Menon,East,Jharkhand,Clothing,Shirt,5,968.35,3873.4,802.4,968.35,UPI,Lisa Anderson
ORD10022,2022-03-23,CUST1136,Kiran Shah,South,Telangana,Toys,Educational Toy,6,999.18,5995.08,2173.86,0.0,Debit Card,David Wilson
ORD10547,2022-03-23,CUST1091,Ganesh Pillai,North,Uttar Pradesh,Sports,Running Shoes,6,8684.09,46894.09,8228.88,5210.45,Credit Card,Emily Davis
ORD10650,2022-03-24,CUST1119,Pooja Mishra,North,Haryana,Clothing,Dress,9,3455.5,26434.57,4706.28,4664.93,Cash,Jennifer Martinez
ORD10881,2022-03-24,CUST1273,Ashok Nair,North,Punjab,Books,Children Book,6,227.98,1231.09,226.19,136.79,Credit Card,Lisa Anderson
ORD10255,2022-03-25,CUST1139,Swati Iyer,South,Tamil Nadu,Home & Kitchen,Mixer Grinder,5,2762.09,11738.88,4005.3,2071.57,Debit Card,Emily Davis
ORD10536,2022-03-25,CUST1239,Ganesh Kumar,East,Assam,Sports,Football,4,5717.7,21727.26,7429.78,1143.54,Credit Card,David Wilson
ORD10710,2022-03-27,CUST1020,Mohan Nair,West,Gujarat,Clothing,Shirt,10,1102.46,8819.68,2139.24,2204.92,Credit Card,John Smith
ORD10867,2022-03-27,CUST1141,Mohan Gupta,West,Goa,Toys,Action Figure,4,673.49,2020.47,533.38,673.49,Credit Card,Robert Garcia
ORD10138,2022-03-28,CUST1179,Rina Gupta,East,Bihar,Books,Business Book,4,961.5,2884.5,663.89,961.5,Debit Card,John Smith
ORD10524,2022-03-29,CUST1285,Rajesh Kumar,South,Telangana,Clothing,Trousers,6,4639.62,22270.18,4713.28,5567.54,Debit Card,Lisa Anderson
ORD10095,2022-03-30,CUST1233,Sanjay Rao,West,Rajasthan,Electronics,Headphones,7,62208.18,435457.26,119573.19,0.0,UPI,Robert Garcia
ORD10581,2022-03-30,CUST1066,Swati Verma,West,Gujarat,Home & Kitchen,Microwave,2,1732.77,3292.26,1128.41,173.28,Credit Card,Lisa Anderson
ORD10940,2022-03-30,CUST1183,Amit Mishra,West,Rajasthan,Electronics,Smart Watch,10,59967.97,599679.7,211539.97,0.0,Debit Card,Jennifer Martinez
ORD10011,2022-03-31,CUST1034,Sanjay Bansal,West,Maharashtra,Books,Biography,3,1063.9,3191.7,841.92,0.0,Debit Card,Jennifer Martinez
ORD10583,2022-03-31,CUST1031,Arun Iyer,West,Gujarat,Toys,Building Blocks,3,4701.12,13398.19,4602.76,705.17,Credit Card,Sarah Johnson
ORD10955,2022-03-31,CUST1203,Vijay Desai,West,Rajasthan,Electronics,Speaker,9,42019.71,378177.39,66384.74,0.0,Credit Card,Jennifer Martinez
ORD10555,2022-04-02,CUST1285,Ganesh Gupta,East,Odisha,Clothing,Jeans,9,3215.71,24600.18,7976.44,4341.21,UPI,Jennifer Martinez
ORD10738,2022-04-03,CUST1242,Rina Patel,West,Maharashtra,Clothing,Dress,2,3843.56,6534.05,1226.96,1153.07,Cash,Michael Brown
ORD10479,2022-04-04,CUST1079,Lakshmi Patel,North,Haryana,Clothing,T-Shirt,10,1293.06,12284.07,2512.12,646.53,UPI,Jennifer Martinez
ORD10832,2022-04-04,CUST1252,Naveen Reddy,East,Bihar,Toys,Board Game,8,1087.06,8696.48,2487.84,0.0,UPI,Michael Brown
ORD10410,2022-04-05,CUST1016,Mohan Menon,West,Madhya Pradesh,Books,Self-Help Book,7,389.54,2317.76,736.18,409.02,Credit Card,Jennifer Martinez
ORD10764,2022-04-05,CUST1086,Geeta Mishra,West,Maharashtra,Toys,Remote Control Car,8,3386.7,25738.92,8497.02,1354.68,Cash,Lisa Anderson
ORD10652,2022-04-06,CUST1072,Meera Rao,West,Gujarat,Clothing,T-Shirt,5,3153.61,14979.65,5722.41,788.4,UPI,David Wilson
ORD10395,2022-04-07,CUST1224,Sunita Shah,East,West Bengal,Books,Cookbook,5,1025.19,5125.95,1828.32,0.0,Cash,Emily Davis
ORD10714,2022-04-07,CUST1202,Rahul Patel,East,Odisha,Books,Children Book,9,1376.38,11768.05,4194.35,619.37,UPI,Sarah Johnson
ORD10670,2022-04-09,CUST1016,Rahul Pillai,North,Delhi,Toys,Educational Toy,4,4629.47,13888.41,4711.26,4629.47,Credit Card,Robert Garcia
ORD10795,2022-04-10,CUST1176,Rajesh Mishra,South,Kerala,Books,Fiction Novel,1,664.48,564.81,221.19,99.67,Cash,John Smith
ORD10507,2022-04-11,CUST1010,Sneha Mehta,North,Punjab,Electronics,Speaker,5,73534.86,294139.44,96588.02,73534.86,UPI,Michael Brown
ORD10949,2022-04-11,CUST1273,Rina Bansal,North,Haryana,Toys,Doll House,4,3627.76,11608.83,1813.46,2902.21,Cash,Robert Garcia
ORD10244,2022-04-14,CUST1075,Vijay Joshi,North,Uttarakhand,Clothing,Sweater,4,4633.16,18532.64,3837.07,0.0,Credit Card,Michael Brown
ORD10435,2022-04-14,CUST1198,Kavita Reddy,North,Delhi,Toys,Doll House,4,2350.0,8930.0,2851.85,470.0,Debit Card,Michael Brown
ORD10064,2022-04-16,CUST1106,Mohan Verma,North,Punjab,Clothing,Dress,1,4030.0,2821.0,938.02,1209.0,Credit Card,Jennifer Martinez
ORD10431,2022-04-17,CUST1295,Meera Nair,West,Madhya Pradesh,Home & Kitchen,Toaster,5,2794.32,13971.6,5021.23,0.0,Cash,Robert Garcia
ORD10609,2022-04-18,CUST1054,Geeta Singh,North,Uttar Pradesh,Toys,Remote Control Car,3,3331.29,8994.48,2419.54,999.39,UPI,Robert Garcia
ORD10623,2022-04-18,CUST1251,Neha Pillai,South,Tamil Nadu,Clothing,T-Shirt,8,814.01,6512.08,2379.07,0.0,Cash,John Smith
ORD10602,2022-04-20,CUST1246,Rahul Pillai,North,Punjab,Books,Fiction Novel,2,726.45,1307.61,312.74,145.29,UPI,Michael Brown
ORD10483,2022-04-24,CUST1236,Kavita Nair,West,Rajasthan,Toys,Educational Toy,5,2736.25,10260.94,3494.1,3420.31,Debit Card,David Wilson
ORD10301,2022-04-25,CUST1047,Geeta Bansal,South,Karnataka,Sports,Running Shoes,5,1244.16,5598.72,1060.02,622.08,Debit Card,Robert Garcia
ORD10671,2022-04-28,CUST1073,Sneha Desai,West,Rajasthan,Electronics,Headphones,4,18007.71,61226.21,11281.98,10804.63,Credit Card,Sarah Johnson
ORD10772,2022-04-28,CUST1091,Anjali Verma,North,Uttarakhand,Electronics,Tablet,3,19362.79,46470.7,9003.24,11617.67,Debit Card,Jennifer Martinez
ORD10041,2022-04-29,CUST1274,Neha Verma,North,Delhi,Electronics,Laptop,2,77584.18,108617.85,23694.7,46550.51,UPI,Lisa Anderson
ORD10644,2022-04-29,CUST1273,Arun Singh,West,Rajasthan,Electronics,Smart Watch,5,72384.23,361921.15,138924.88,0.0,UPI,Jennifer Martinez
ORD10319,2022-04-30,CUST1061,Sanjay Sharma,East,Assam,Clothing,Shirt,5,2255.51,9022.04,1562.57,2255.51,UPI,Emily Davis
ORD10527,2022-05-01,CUST1213,Sunita Rao,South,Kerala,Clothing,T-Shirt,9,3386.59,22859.48,9140.82,7619.83,Debit Card,Robert Garcia
ORD10268,2022-05-02,CUST1215,Priya Gupta,South,Andhra Pradesh,Books,Children Book,1,1314.28,920.0,165.0,394.28,UPI,John Smith
ORD10982,2022-05-03,CUST1171,Naveen Pillai,East,Jharkhand,Books,Self-Help Book,9,1486.47,11371.5,2267.43,2006.73,Debit Card,Michael Brown
ORD10948,2022-05-04,CUST1227,Kavita Kumar,East,Odisha,Home & Kitchen,Coffee Maker,3,3549.57,7986.53,2127.27,2662.18,Cash,Lisa Anderson
ORD10776,2022-05-05,CUST1045,Arun Kumar,South,Tamil Nadu,Clothing,Trousers,4,4383.31,17533.24,3816.57,0.0,Debit Card,John Smith
ORD10031,2022-05-11,CUST1077,Mohan Iyer,East,Odisha,Electronics,Speaker,5,68788.03,309546.14,72122.91,34394.01,Debit Card,Michael Brown
ORD10980,2022-05-11,CUST1202,Suresh Desai,West,Rajasthan,Sports,Gym Bag,1,5553.35,4720.35,1871.43,833.0,Debit Card,Robert Garcia
ORD10182,2022-05-12,CUST1219,Kiran Nair,North,Uttarakhand,Books,Biography,6,908.04,5448.24,2110.8,0.0,UPI,Sarah Johnson
ORD10400,2022-05-14,CUST1042,Sneha Nair,West,Goa,Home & Kitchen,Cookware Set,7,8332.74,40830.43,15110.94,17498.75,Credit Card,David Wilson
ORD10414,2022-05-14,CUST1141,Arun Singh,North,Punjab,Clothing,Dress,7,1052.12,6996.6,1753.49,368.24,UPI,Sarah Johnson
ORD10439,2022-05-14,CUST1088,Rekha Pillai,West,Madhya Pradesh,Clothing,Shoes,4,1500.73,6002.92,941.13,0.0,Debit Card,Emily Davis
ORD10892,2022-05-15,CUST1258,Divya Rao,North,Uttar Pradesh,Home & Kitchen,Toaster,8,8676.37,69410.96,16923.77,0.0,Cash,John Smith
ORD10576,2022-05-16,CUST1078,Sunita Pillai,South,Andhra Pradesh,Clothing,Shoes,1,824.72,701.01,127.72,123.71,Debit Card,Lisa Anderson
ORD10956,2022-05-16,CUST1197,Rina Bansal,West,Rajasthan,Toys,Action Figure,7,2686.38,13163.26,4778.54,5641.4,UPI,David Wilson
ORD10754,2022-05-17,CUST1118,Meera Sharma,East,West Bengal,Home & Kitchen,Coffee Maker,10,7799.54,62396.32,24697.92,15599.08,Credit Card,John Smith
ORD10099,2022-05-19,CUST1044,Ganesh Iyer,West,Madhya Pradesh,Electronics,Camera,6,28273.28,169639.68,39652.31,0.0,Credit Card,Emily Davis
ORD10998,2022-05-19,CUST1011,Ganesh Singh,South,Kerala,Clothing,Jeans,1,2217.15,2217.15,856.57,0.0,Cash,Lisa Anderson
ORD10292,2022-05-21,CUST1015,Sunita Mehta,North,Delhi,Books,Business Book,7,705.81,4693.64,1168.51,247.03,UPI,Jennifer Martinez
ORD10707,2022-05-21,CUST1009,Ashok Desai,North,Punjab,Electronics,Monitor,9,70653.11,635877.99,105647.86,0.0,UPI,Sarah Johnson
ORD10111,2022-05-27,CUST1216,Kavita Kumar,South,Andhra Pradesh,Electronics,Tablet,3,68034.86,204104.58,47327.03,0.0,Credit Card,David Wilson
ORD10003,2022-05-28,CUST1185,Swati Agarwal,East,Bihar,Toys,Teddy Bear,10,3384.48,23691.36,3699.42,10153.44,Cash,John Smith
ORD10020,2022-05-28,CUST1279,Rahul Bansal,North,Delhi,Sports,Running Shoes,1,6476.23,5180.98,1374.47,1295.25,Cash,Michael Brown
ORD10868,2022-05-28,CUST1194,Rajesh Menon,West,Goa,Electronics,Camera,2,60723.56,97157.7,38732.05,24289.42,UPI,Robert Garcia
ORD10220,2022-05-29,CUST1128,Arun Kumar,East,Bihar,Books,Biography,8,744.79,4468.74,917.92,1489.58,Debit Card,Robert Garcia
ORD10826,2022-05-31,CUST1048,Ashok Shah,West,Rajasthan,Books,Business Book,9,1056.76,7133.13,1789.88,2377.71,UPI,Emily Davis
ORD10331,2022-06-01,CUST1230,Anjali Nair,North,Delhi,Sports,Yoga Mat,2,4107.59,6572.14,2578.96,1643.04,Cash,David Wilson
ORD10256,2022-06-04,CUST1190,Mohan Reddy,North,Uttar Pradesh,Electronics,Smart Watch,4,68639.22,233373.35,87822.32,41183.53,Debit Card,Robert Garcia
ORD10404,2022-06-04,CUST1229,Naveen Desai,West,Madhya Pradesh,Home & Kitchen,Cookware Set,1,4483.38,4035.04,1151.28,448.34,Cash,Michael Brown
ORD10632,2022-06-05,CUST1156,Kiran Joshi,West,Gujarat,Electronics,Smartphone,2,70821.5,113314.4,26630.15,28328.6,Credit Card,David Wilson
ORD10599,2022-06-07,CUST1282,Rekha Singh,North,Punjab,Books,Children Book,9,1062.29,7648.49,3046.1,1912.12,Debit Card,Robert Garcia
ORD10975,2022-06-08,CUST1155,Kavita Sharma,South,Karnataka,Toys,Doll House,5,2383.48,11917.4,2375.8,0.0,Credit Card,David Wilson
ORD10977,2022-06-08,CUST1256,Vijay Rao,West,Madhya Pradesh,Clothing,Jeans,4,2275.55,7281.76,2512.84,1820.44,UPI,Sarah Johnson
ORD10667,2022-06-12,CUST1247,Lakshmi Sharma,West,Gujarat,Sports,Running Shoes,7,7902.21,47018.15,11571.5,8297.32,Debit Card,Robert Garcia
ORD10190,2022-06-13,CUST1006,Pooja Bansal,South,Karnataka,Sports,Cricket Bat,4,9884.54,33607.44,11464.52,5930.72,Cash,Jennifer Martinez
ORD10137,2022-06-14,CUST1001,Sanjay Gupta,West,Madhya Pradesh,Sports,Cricket Bat,10,7970.21,67746.78,16945.97,11955.32,Debit Card,Lisa Anderson
ORD10931,2022-06-14,CUST1281,Mohan Desai,South,Andhra Pradesh,Books,Business Book,5,430.69,1722.76,266.97,430.69,UPI,Jennifer Martinez
ORD10917,2022-06-19,CUST1249,Vijay Patel,West,Gujarat,Sports,Football,2,9572.74,19145.48,4873.36,0.0,UPI,John Smith
ORD10864,2022-06-21,CUST1288,Mohan Gupta,West,Maharashtra,Toys,Teddy Bear,6,3350.87,20105.22,7772.17,0.0,Credit Card,David Wilson
ORD10521,2022-06-22,CUST1006,Kavita Pillai,West,Gujarat,Home & Kitchen,Dinner Set,3,12998.33,38994.99,15050.19,0.0,UPI,Robert Garcia
ORD10407,2022-06-23,CUST1256,Manoj Desai,East,Odisha,Books,Biography,2,439.37,615.12,94.5,263.62,UPI,Michael Brown
ORD10453,2022-06-25,CUST1186,Anjali Shah,North,Uttar Pradesh,Clothing,Shoes,7,1685.86,10030.87,3543.57,1770.15,Credit Card,Robert Garcia
ORD10709,2022-06-25,CUST1106,Amit Chopra,South,Karnataka,Clothing,Shoes,10,2389.98,23899.8,8289.42,0.0,UPI,Sarah Johnson
ORD10984,2022-06-25,CUST1071,Amit Iyer,West,Madhya Pradesh,Electronics,Smart Watch,4,65202.75,195608.25,42106.3,65202.75,UPI,Michael Brown
ORD10225,2022-06-26,CUST1249,Ravi Joshi,East,Jharkhand,Books,Travel Guide,10,677.39,4741.73,794.52,2032.17,Credit Card,Sarah Johnson
ORD10476,2022-06-26,CUST1016,Kiran Bansal,West,Goa,Home & Kitchen,Toaster,4,3347.93,12052.55,2774.1,1339.17,Credit Card,David Wilson
ORD10799,2022-06-28,CUST1017,Prakash Joshi,West,Madhya Pradesh,Sports,Dumbbells,8,2618.72,19902.27,4225.65,1047.49,Debit Card,Sarah Johnson
ORD10311,2022-06-29,CUST1083,Ravi Shah,North,Haryana,Sports,Football,8,8558.69,61622.57,16168.66,6846.95,UPI,John Smith
ORD10310,2022-06-30,CUST1017,Rina Mishra,West,Madhya Pradesh,Sports,Running Shoes,9,9177.65,70209.02,12831.03,12389.83,Credit Card,Emily Davis
ORD10961,2022-06-30,CUST1197,Rahul Verma,West,Maharashtra,Books,Children Book,8,524.91,4199.28,1600.42,0.0,Credit Card,Jennifer Martinez
ORD10716,2022-07-01,CUST1287,Sunita Shah,West,Gujarat,Toys,Action Figure,3,1954.52,5570.38,2106.89,293.18,Cash,John Smith
ORD10254,2022-07-03,CUST1205,Priya Singh,North,Uttar Pradesh,Home & Kitchen,Dinner Set,3,6449.31,17413.14,5700.72,1934.79,Debit Card,Sarah Johnson
ORD10140,2022-07-06,CUST1262,Divya Agarwal,East,Bihar,Sports,Cricket Bat,3,6210.8,18632.4,3936.39,0.0,UPI,Sarah Johnson
ORD10825,2022-07-07,CUST1224,Anjali Agarwal,East,Odisha,Sports,Badminton Set,4,9892.8,39571.2,11418.75,0.0,Debit Card,David Wilson
ORD10970,2022-07-09,CUST1059,Rajesh Mishra,North,Uttarakhand,Sports,Cricket Bat,5,4584.88,22924.4,4135.97,0.0,UPI,Emily Davis
ORD10595,2022-07-10,CUST1294,Pooja Shah,East,Jharkhand,Books,Biography,8,207.07,1490.9,441.23,165.66,Cash,Michael Brown
ORD10911,2022-07-10,CUST1088,Rahul Reddy,East,West Bengal,Sports,Yoga Mat,1,2962.76,2370.21,850.6,592.55,Credit Card,Sarah Johnson
ORD10631,2022-07-11,CUST1248,Anjali Shah,North,Punjab,Toys,Remote Control Car,3,3929.98,8842.45,2734.01,2947.49,UPI,Jennifer Martinez
